Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
1-12-2023 12:53:58,25 / 30,21,Man,Universitair (Bachelor/Master/PhD),Biomedische wetenschappen,Nee,3,2,1,Niet van toepassing,3,12:49:00,Nep,Hand bij dr poster,Echt,,Nep,Niet realistisch,Echt,,Nep,Niet realistisch,Echt,,Nep,Niet scherp,Echt,,Echt,,Nep,Niet scherp,Echt,,Echt,,Nep,Bomen,Nep,Lijkt nep,Echt,,Nep,De huizen,Echt,,Nep,Kwaliteit,Nep,Tenten,Echt,,Echt,,Echt,Mens,Echt,,Nep,Steen,Echt,,Echt,,Echt,,Nep,Vlag,Echt,,Nep,Gezicht,12:53:00,Ja,4,3,8
1-12-2023 12:57:22,24 / 30,18,Man,Universitair (Bachelor/Master/PhD),Biomedische wetenschappen ,Nee,3,3,1,Niet van toepassing,1,12:49:00,Echt,,Echt,,Nep,Beetje wazig,Echt,,Nep,Ziet eruit als een foto die uit een simpele zin is gegenereerd,Echt,,Echt,,Echt,,Echt,,Nep,Gekke combinatie mensen ,Echt,,Nep,Hij houdt geen wapens vast hij heeft bodyguards ,Nep,Te generic ,Echt,,Echt,,Echt,,Echt,,Nep,Gek gezicht,Echt,,Echt,,Echt,,Nep,Niet samen geweest,Echt,,Nep,Te generic,Echt,,Echt,,Echt,,Nep,Clones ,Echt,,Nep,Gekke kwaliteit,12:56:00,Ja,3,4,5
1-12-2023 12:59:52,21 / 30,19,Vrouw,Universitair (Bachelor/Master/PhD),Biomedische wetenschappen,Nee,3,3,4,Teksten genereren (ChatGPT),4,12:49:00,Echt,,Nep,,Nep,De achtergrond ziet er virtueel uit,Echt,,Nep,De eerste vrouw ziet er nep uut,Echt,,Nep,Het lijkt er niet op alsof de kat en soldaat in een foto staan,Echt,,Echt,,Nep,De personen lijken nep,Echt,,Nep,Hoe zijn handen staan ziet er nep uit,Nep,Als je inzoomt op de crowd zie je geen echte mensen,Nep,,Echt,,Echt,,Echt,,Nep,Het ziet er uit als game figureren ,Nep,Het lijken op karakters,Echt,,Echt,,Echt,De personen zien er nep uit,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,Het ziet er futuristisch uut,Echt,,Nep,persoon ziet er als karakter uut,12:59:00,Nee,1,4,5
1-12-2023 13:02:22,25 / 30,19,Vrouw,Universitair (Bachelor/Master/PhD),Biomedische wetenschappen,Nee,2,3,3,Teksten genereren (ChatGPT),3,12:50:00,Echt,,Nep,,Nep,Het lijkt te veel op een film moment,Echt,Lijkt op sommige punten gephotoshopt ,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,"Ziet er gewoon niet natuurlijk uit, de hoofden glimmen te veel",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,Allemaal hetzelfde hoofd,Echt,,Nep,,13:01:00,Nee,4,2,7
1-12-2023 13:11:24,27 / 30,20,Man,Universitair (Bachelor/Master/PhD),Informatiekunde,Ja,4,2,4,Teksten genereren (ChatGPT),3,12:52:00,Echt,,Echt,,Nep,De kwaliteit van de afbeelding ziet er niet realistisch uit wat mij de ingeving geeft dat de foto nep is,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Er lijken een aantal rare plekken te zitten op de foto die niet echt lijken. Dit doet mij denken dat het nep is,Nep,Joe biden zijn hoofd is iets minder watermeloen-achtig als het goed is,Echt,,Echt,,Nep,De menigte verderop lijkt te wazig voor mij + ik zie geen hekken dus de mensen zouden dan wel wat verspreiden in zo'n menigte. Hierdoor zou ik zeggen dat het niet echt is,Echt,,Echt,,Nep,De huizen met letterlijk overal ramen vind ik onnatuurlijk,Echt,,Nep,Gebaseerd op de kwaliteit van de foto zou ik nep zeggen,Nep,Ik vind de tent achterin er onnatuurlijk uit zien. Deze heeft een doorlopende streep waardoor ik nep zou zeggen,Echt,,Echt,,Nep,Wederom vind ik de kwaliteit er op duiden dat dit een neppe foto is,Echt,,Nep,De kwaliteit en onnatuurlijke brokstukken laten mij geloven dat deze foto nep is.,Echt,,Echt,,Echt,,Nep,Putin is volgensmij helemaal geen tweeling. Fake shit ouwe,Echt,,Nep,Joe zou normaal een npc moeten zijn. Hij ziet er hier dus onnatuurlijk uit samen met de kwaliteit die mij laten geloven dat het FAKE is.,13:10:00,Nee,4,3,8
1-12-2023 13:30:38,24 / 30,20,Vrouw,Universitair (Bachelor/Master/PhD),Geneeskunde,Nee,3,2,1,Niet van toepassing,2,13:17:00,Echt,,Nep,weinig gedetailleerd,Nep,Lijkt grafisch gezien op een game,Nep,lichtval lijkt niet te kloppen en Joe wat?,Nep,Ogen dicht/gezicht klopt niet,Nep,Perspectief klopt niet,Nep,Handen,Echt,,Nep,lichtval lijkt niet te kloppen,Nep,Niemands huid ziet er zo uit,Nep,vlaggen lijken nep,Echt,,Nep,Kleurtonen kloppen niet,Echt,,Echt,,Nep,Vlaggen kloppen niet,Echt,,Nep,Het lijkt getekend,Nep,Gebrek aan details,Echt,,Nep,Perspectief en scherpte komen niet overeen,Nep,Lijkt weer getekend,Echt,,Nep,Lijkt grafisch op een game,Echt,,Echt,,Echt,,Nep,Lijkt getekend en Putin zit met zichzelf aan tafel,Echt,,Nep,Lijkt getekend,13:29:00,Ja,4,3,7
1-12-2023 13:43:25,27 / 30,20,Vrouw,Universitair (Bachelor/Master/PhD),Archeologie,Nee,3,3,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,13:27:00,Echt,,Nep,De kleuren van de afbeelding zijn te plat voor mijn gevoel. Het is onduidelijk waarvanuit de zon schijnt bijv. ,Nep,"Rare plekken zijn scherp gestelt in de foto. De kwaliteit lijkt iets te ""zacht"" voor een echte foto. ",Echt,,Nep,De focus is in vergeleken met andere foto's een beetje raar. Alles lijkt zachter dan in een echte foto. ,Echt,,Nep,De hand van de man lijkt een beetje vervormd. Dit gebeurt wel vaker in AI gemaakte afbeeldingen.,Echt,,Echt,,Nep,De textuur van de mannen hun gezichten is anders dan wat je in het echte leven ziet. Ook is de belichting in de foto heel raar. De textuur van de pakken is ook iets te smooth. ,Echt,,Echt,,Nep,De belichting in de foto voelt raar en hetzelfde geldt voor de hoek waarin de foto is gemaakt. ,Echt,,Echt,,Nep,"De kleuren van de foto zijn weer erg plat. Niemand in de foto gedraagt zich anders van elkaar, wat raar is met zo veel mensen zo dicht op elkaar. ",Echt,,Nep,De textuur weer van de gezichten en bijv. de kleding klopt niet in vergeleken met het echte leven. Ook zijn de handen van Putin vervormd. ,Nep,De kleuren lijken weer heel plat en de belichting klopt voor mijn gevoel ook weer niet. ,Echt,,Echt,,Nep,Alweer de textuur van de gezichten en pakken die heel anders zijn dan het echte leven. De belichting is ook weer heel raar voor een echte foto. ,Echt,,Nep,In een echte foto zouden de huizen en gebouwen veel scherper worden afgebeeld. Ook de lucht lijkt hier heel plat waardoor de belichting raar wordt.,Echt,,Echt,,Echt,,Nep,De vlaggen op de achtergrond zijn raar belicht en hebben praktisch geen textuur. ,Echt,,Nep,"Heel rare belichting, te groot contrast. ",13:42:00,Ja,3,2,7
1-12-2023 14:07:06,25 / 30,19,Man,Universitair (Bachelor/Master/PhD),Informatiekunde,Ja,5,5,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,14:00:00,Echt,,Echt,,Nep,Kinderen zien er gegenereerd uit,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,biden en obama zien er niet zo uit,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,14:06:00,Nee,2,4,7
1-12-2023 14:13:44,21 / 30,21,Non-binair,MBO,Politie,Ja,4,1,3,Teksten genereren (ChatGPT),1,14:08:00,Echt,,Echt,,Nep,,Echt,Vind ik gewoon,"Echt, Nep",,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,14:10:00,Ja,4,3,8
1-12-2023 14:18:27,20 / 30,56,Vrouw,HBO,Marketing ,Nee,4,3,4,Teksten genereren (ChatGPT),3,14:05:00,Echt,,Nep,Kan ai wel gemaakt hebben,Echt,,Nep,Gephotoshopt ,Nep,De blik van de meisjes en hun handen lijken niet te kloppen ,Nep,Zo houd je een stok niet vast,Nep,Lijkt gephotoshopt ,Nep,Bord verkeerdom,Nep,Te netjes,Echt,Hele enge hoofden,Echt,,Nep,Stand van de handen is niet goed,Nep,Onwerkelijke situatie ,Echt,,Echt,,Nep,Niet realistisch ,Echt,,Nep,De man lijkt erin gephotoshopt ,Nep,Ziet eruit als een computerspel,Echt,,Nep,Tekst op verkeerde kant van bord,Nep,Enge hoofden,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Ze hebben allemaal hetzelfde hoofd,Echt,,Nep,Lijkt een game,14:17:00,"Dat weet ik niet, misschien was alles wel nep terwijl ik dacht verschil te kunnen zien. ",3,3,6
1-12-2023 14:21:18,19 / 30,21,Man,Universitair (Bachelor/Master/PhD),Wiskunde,Ja,2,2,3,Teksten genereren (ChatGPT),4,14:10:00,Echt,,Nep,De mensen en in de verte lijkt t gwn gegenereerd ,Echt,,Nep,Ja dit geloof ik gewoon niet ,Nep,Gwn nep idk,Echt,,Echt,,Echt,,Echt,,Nep,Huid is raar,Echt,,Nep,De handeling,Nep,De mensen ,Nep,Te HD voor een foto in deze gekte,Nep,Ongeloofwaardig ,Nep,Sommige gezichten zijn niet gelukt,Echt,,Nep,Putins hoofd,Nep,De mensen geven me geen vibe ,Echt,,Echt,,Nep,Gezichten ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,2 putins?,Nep,Moet zwart wit zijn ,Nep,Kom op z’n gezicht ,14:18:00,Nee,3,4,7
1-12-2023 14:22:26,24 / 30,21,Man,Middelbare school,Sterrenkunde,Ja,5,2,4,Teksten genereren (ChatGPT),1,10:12:00,Echt,,Echt,,Nep,Tank zijkanten wazig,Nep,Pet logo,Echt,,Echt,,Nep,Vingers soldaat,Nep,6d in t linkerbord wtf,Echt,,Nep,Kijk die obamium kop,Echt,,Nep,USA flag op borst,Nep,Hz staan ze zo dicht op melkaar met ruimte,Echt,,Echt,,Nep,Misvormde gezichteb,Echt,,Nep,Ziet er gew raar uit,Nep,Misvormde lichamen,Echt,,Echt,,Nep,Ogen trump,Echt,,Nep,Ogen,Echt,,Echt,,Echt,,Nep,Die kleuren ofz,Echt,,Nep,Die kleuren,10:20:00,Nee,4,2,7
1-12-2023 14:27:14,20 / 30,22,Man,Middelbare school,Content Creator,Ja,4,4,4,"Afbeeldingen genereren (DALL-E, Midjourney)",2,14:24:00,Echt,,Nep,,Nep,Tank,Nep,Vinger in mond,Nep,Mensen,Echt,,Nep,Te perfect ,Echt,,"Echt, Nep",,"Nep, Echt",,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,14:26:00,Ja,3,4,7
1-12-2023 14:29:13,21 / 30,25,Man,Universitair (Bachelor/Master/PhD),Rechtsgeleerdheid ,Nee,3,3,2,Teksten genereren (ChatGPT),3,14:25:00,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,"Echt, Nep",,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,14:29:00,Nee,3,3,8
1-12-2023 14:29:38,22 / 30,22,Man,Universitair (Bachelor/Master/PhD),Rechtsgeleerdheid-economie,Nee,4,2,4,Teksten genereren (ChatGPT),2,14:22:00,Nep,Te scherpe schaduwen,Echt,,Nep,Te idyllische lens,Echt,,Nep,Te veel portrait,Nep,Jas lijkt niet echt,Nep,Geen land op militair pak of strepen ,Echt,,Echt,,Echt,Te veel saturatie,Echt,,Nep,Kan niet echt zijn,Nep,Bomen,Nep,Te mooi,Echt,,Nep,Geen gezichten,Echt,,Nep,Te veel saturatie,Echt,,Echt,,Echt,,Echt,Haar,Echt,,Nep,Stenen ,Echt,,Echt,,Nep,Te perfect,Nep,Meerdere putin’s,Echt,,Nep,Slaat nergens op,14:29:00,Nee,3,4,8
1-12-2023 14:32:13,21 / 30,22,Man,Universitair (Bachelor/Master/PhD),ISW,Nee,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,14:25:00,Echt,,Nep,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,14:31:00,Ja,5,4,7
1-12-2023 14:37:46,26 / 30,23,Man,Universitair (Bachelor/Master/PhD),Computer Science ,Ja,4,5,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,13:15:00,Echt,,Nep,Vrij weinig pixels en details bij inzoomen,Nep,De linkerzijde naast de tankloop heeft een onrealistische buiging,Echt,,Nep,De achterkant van het haar van het meisje in het rood zweeft ,Echt,,Nep,De hoek van de muur rechtsonder is onrealistisch,Nep,De hand van de derde persoon buigt op een onrealistische manier,Nep,Weinig details bij inzoomen,Nep,De foto lijkt op dit https://twitter.com/william_lou/status/1133894109662519296,Echt,,Echt,,Nep,Vage pixels bij inzoomen rechts,Echt,,Echt,,Nep,Helft van de gezichten is weg,Echt,,Nep,Zie vraag 10,Nep,Wat is er gebeurd met het hoofd van de vrouw in het wit middenvoor,Echt,,Echt,,Echt,Zie vraag 10,Echt,,Nep,Vage  details rechtsboven,Echt,,Echt,,Nep,Die man in het bordeaux rood ziet er gek uit,Nep,Putin heeft een tweelingbroer? De weerspiegeling in de tafel is ook onrealistisch.,Nep,,Nep,Lijkt of er een filter op gezet is,14:37:00,Nee,5,2,8
1-12-2023 14:38:19,22 / 30,22,Man,HBO,Commerciële economie,Ja,4,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,14:18:00,Echt,,Nep,"Hoe verder de huisjes/tenten liggen hoe minder detail zich in de afbeelding zit, hierdoor lijkt het onnatuurlijk.",Nep,De foto ziet er te cartoonig uit waardoor de echtheid wegvalt.,Nep,Hoewel de foto elementen er echt uitzien is na het zien goed sprake van een bewerkte foto.,Echt,,Echt,,Nep,"Hier ziet het uniform van de soldaat te gegenereerd/nep uit, zeker naar het kijken van zijn nametag en flag of de ammunitie",Echt,,Nep,Deze afbeelding geeft hier ook een cartoony gevoel.,Nep,Wederom cartoony look hier.,Echt,,Nep,Hier lijkt het op een bewerkte foto waar wel echte elementen in zitten maar het voorwerp niet echt is.,Nep,De afbeelding lijkt cartoony en de mensenmassa is te getekend.,Echt,,Echt,,Nep,Als je gaat kijken naar de gebouwen en mensen zie je dat het niet echt is door de wederom cartoony look.,Echt,,Nep,Wederom geven de aspecten op de foto een cartoony gezicht.,Echt,,Echt,,Echt,,Nep,"Het feit dat hierop Geert Wilders met Donald Trump de hand schud, dit is niet eerder voorgekomen en is hierdoor niet echt.",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De vele Putin clones zijn niet echt,Nep,"De stropdas van de man die 2 stoelen links van JFK zit gaat pas schuin na de helft, dit ziet er heel onnatuurlijk uit want als je in zo n houding zit hoort je gehele stropdas te zakken naar rechts.",Nep,Wederom een stoere foto van biden die onnatuurlijk uit omdat hij hier een pistool vasthoud in de buitenlucht.,14:37:00,Ja,3,4,5
1-12-2023 14:43:20,24 / 30,18,Man,MBO,Horeca,Nee,3,2,2,Teksten genereren (ChatGPT),3,14:27:00,Echt,,Echt,,Nep,Ziet er geanimeerd uit,Echt,,Nep,Gezichten hebben een onnatuurlijke vorm,Echt,,Nep,Wapens in costuum lijken nep,Echt,,Nep,Gebouwen hebben geen logische vorm naarmate de afbeelding waziger wordt,Nep,Kleur en vorm,Echt,,Echt,,Nep,Naarmate de foto waziger wordt kloppen bepaalde vormen niet meer,Nep,ziet er getekend uit (of er zit een filter op),Echt,,Nep,Sommige hebben geen gezicht lijkt wel,Echt,,Nep,Getekend,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,Getekend ,14:42:00,Nee,3,3,7
1-12-2023 14:53:48,16 / 30,101,Vrouw,Middelbare school,huihouding,Nee,1,1,1,Niet van toepassing,2,14:39:00,Echt,,Nep,op gevoel,Echt,,Echt,Door de hand,Nep,wazige foto,Echt,,Nep,militair is nep,Nep,geen heldere foto,Nep,geen scherpe foto,Echt,,Nep,geen scherpe foto,Echt,,Nep,wazig,Echt,,Nep,minder scherp,Nep,minder scherp,Echt,,Echt,,Nep,niet zo scherp,Echt,,Nep,minder scherp,Echt,,Nep,hoor het haar aan de voorkant,Echt,,Echt,,Echt,,Nep,niet scherp genoeg,Echt,,Nep,niet zo helder,Echt,,14:52:00,Nee,4,2,5
1-12-2023 14:56:01,20 / 30,19,Vrouw,Universitair (Bachelor/Master/PhD),Sterrenkunde ,Nee,4,4,3,Teksten genereren (ChatGPT),2,8:50:00,Echt,,Nep,Te groot veld,Echt,,Nep,Dit lijkt raar,Nep,Vgm klopt haar hand niet,Echt,,Echt,,Echt,,Nep,De wegen kloppen niet,Nep,Gekke schaduw,Echt,,Nep,Dit kan niet waaar zijn,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,Schaduws zijn raar,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Veel putin,Echt,,Nep,,8:55:00,Nee,1,4,4
1-12-2023 14:57:39,23 / 30,20,Man,Middelbare school,Ict,Ja,4,4,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,14:50:00,Echt,,"Echt, Nep",,Echt,Belichting ,Nep,Handen,"Echt, Nep",Handen,Echt,,Nep,Handen,Echt,,Nep,Zijn foto’s over elkaar heen ,Echt,Belichting,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,Vormen mensen belichting ,Echt,,Echt,,Nep,Lijkt niet eens op onze geertje,Echt,,Nep,Belichting,Echt,,Echt,,Echt,,Nep,Poutin staat er 2x op,Echt,,Echt,Belichting ,14:56:00,Nee,3,3,7
1-12-2023 15:27:42,18 / 30,83,Vrouw,MBO,bakkerswinkel,Nee,1,1,1,Niet van toepassing,4,15:12:00,Nep,"kan het bord niet lezen, mensen lijken er een beetje raar uit te zien",Nep,kan niet goed zien wat het is,Echt,,Echt,,Nep,kan de achtergrond niet goed zien,Nep,kan de achtergrond niet zien,Echt,,Echt,,Nep,wazige foto,Nep,rare gezichten,Nep,kan de achtergrond niet zien,Nep,gezicht is niet helder,Nep,kan niet onderscheiden wat iets is,Echt,,Echt,,Echt,,Nep,wazig,Echt,,Nep,kan de mannetjes niet goed zien,Echt,,Echt,,Nep,"vreemde gezichten, niet helder",Echt,,Echt,,Echt,,Echt,,Nep,mensen zijn wazig,Nep,gezichten zien er nep uit,Nep,wazige gezichten,Nep,zo een foto maak je niet echt,15:25:00,Nee,3,2,7
1-12-2023 15:30:23,24 / 30,20,Vrouw,Universitair (Bachelor/Master/PhD),Geesteswetenschappen,"Studenten kunnen ervoor kiezen om de studie te combineren met AI, maar het is geen vereiste. ",2,2,3,Helpen met begrijpen van bepaalde opdrachten en begrippen. ,3,15:20:00,Echt,,Nep,Sommige daken overlappen raar. ,Nep,De foto lijkt wat meer geblurd ,Nep,Het lijkt me niet dat Biden in het openbaar op de foto gaat terwijl hij de vingers van een vrouw opeet. ,Nep,Handen lijken onnatuurlijk ,Nep,Blur op de achtergrond,Nep,Hand ziet er apart bit,Echt,,Nep,Als je inzoomt zie je dat het nogal raar blurt,Nep,Rare blur en onjuiste verhoudingen ,Echt,,Echt,,Nep,Oogt onnatuurlijk als je inzoomt,Echt,,Echt,,Nep,Klopt niet als je inzoomt,Echt,,Nep,Weer een rare glans/blur,Nep,Rare blur ,Echt,,Echt,,Echt,"Verhoudingen kloppen niet, rare glans/blur",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Er zitten 2 Putins aan tafel (???),Echt,,Nep,Gezicht klopt niet,15:29:00,Nee,3,3,7
1-12-2023 15:56:07,23 / 30,20,Man,HBO,Digital Design and Development,Ja,4,4,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,15:45:00,Echt,,Echt,,Nep,Er zit een soort blur in de foto die je vaker bij Mid-journey ziet,Echt,Dit is te grappig om nep te zijn,Echt,,Echt,,Nep,"Mijn idee lijkt het alsof de kat erin is geshopt, de kleuren lijken niet helemaal goed te werken en de ogen van de kat lijken ook niet helemaal correct te zij",Echt,,Echt,,Nep,bro,Echt,,Echt,,"Echt, Nep","De witte bus onder in het scherm klopt niet helemaal, het zou anders een google foto zijn die een beetje bugged is, maar er is een deel niet helemaal realistisch",Echt,,Echt,,Echt,,Echt,,Nep,"De kwaliteit is de gemaakt, de saturation en contrast kloppen niet en schaduwen zijn raar, zie man in de achtergrond (Putin zou dan ook zo zijn schaduwen hebben)",Echt,,Echt,,Echt,,Nep,Het heeft een 'uncanny' gevoel. Waardoor het nep lijtk,Echt,,Nep,"Er zit een rare blur op haar handen, dat lijkt niet helemaal goed te gaan",Echt,,"Nep, Echt",Geen idee,Echt,,Nep,Ik zie drie keer Putin??,Echt,,Nep,Te crazy,15:55:00,Nee,5,3,8
1-12-2023 15:59:54,20 / 30,22,Man,HBO,Ondernemerschap,Nee,4,3,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,15:57:00,Echt,,Echt,,Nep,Tank is te nieuw ,Echt,,Nep,Gezicht vervormd ,Echt,,Nep,Rare hand ,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,16:01:00,Ja,2,3,5
