,score,leeftijd,geslacht,niveau,vakgebied,relatie-vakgebied,bekendheid-AI,vaardigheid-AI,regelmaat-AI,gebruik-AI,vertrouwen-Onderscheid,starttijd,foto-1,toelichting-1,foto-2,toelichting-2,foto-3,toelichting-3,foto-4,toelichting-4,foto-5,toelichting-5,foto-6,toelichting-6,foto-7,toelichting-7,foto-8,toelichting-8,foto-9,toelichting-9,foto-10,toelichting-10,foto-11,toelichting-11,foto-12,toelichting-12,foto-13,toelichting-13,foto-14,toelichting-14,foto-15,toelichting-15,foto-16,toelichting-16,foto-17,toelichting-17,foto-18,toelichting-18,foto-19,toelichting-19,foto-20,toelichting-20,foto-21,toelichting-21,foto-22,toelichting-22,foto-23,toelichting-23,foto-24,toelichting-24,foto-25,toelichting-25,foto-26,toelichting-26,foto-27,toelichting-27,foto-28,toelichting-28,foto-29,toelichting-29,foto-30,toelichting-30,eindtijd,nieuwe-kennis,invloed-survey,moeilijkheid,inschatting,startminuten,eindminuten,tijd
88,83,53,Vrouw,MBO,Ondernemer,Nee,1,2,1,Niet van toepassing,2,18:13:00,1,,0,Vage foto,0,Beeld rechts van tank klopt niet  te,0,Vinger klopt niet qua lengte en vorm,0,Denk dat de handen niet kloppen ,1,,1,,1,,1,,0,"Trump zou nog echt kunnen zijn, maar Obama en Biden niet ",1,,1,,0,Niets is scherp dus kan ook niets goed zien,1,,1,,0,Hele onduidelijke foto. Zie geen gezichten,1,,0,Hoofd Poetin,0,Mensen kloppen niet,1,,1,,0,Wilders hoofd,1,,1,,1,,1,,0,Geen duidelijke foto ,0,Hoofd Poetin ,1,,0,Hoofd,18:22:00,Ja,2,3,7,1093,1102,9
89,73,21,Man,Universitair,Biomedical Sciences,Nee,4,3,3,Teksten genereren (ChatGPT),3,17:27:00,0,De schaduwen ,0,te blokkerig,1,de kleuren voelen en de vormen voelen alsof ze in een programma gemaakt zijn,1,,0,naaimachines,1,,0,de middelste ader voelt out of place,0,groene muts,0,rode gebouwen heel klein,0,deze mensen kunnen niet in in 1 ruimte samen zijn,1,,0,handvat van pistool moet anders dik zijn,0,bomen,0,kleuren tractor,1,,0,gebouwen zijn te clean,1,,0,alles is te glanzend,0,zouden viezer moeten zijn,1,,0,borden ,0,zien er nep uit,0,schaduwen,0,schaduwen,1,,1,,0,de vloedlijn,0,glanzend,1,,0,glanzend,17:42:00,Ja,4,4,7,1047,1062,15
90,60,52,Vrouw,HBO,Hulpverlening ,Nee,3,2,1,Niet van toepassing,2,18:36:00,0,,1,,0,Schaduw klopt niet ,0,Vinger in mond ,1,,1,,0,Kat ziet er te gezond uit voor een oorlogsgebied ,1,,1,,0,Lijkt getekend ,1,,0,Pistool in hand ,0,Mensen lijken nep ,0,Tractor ,0,Ontbloot  bovenlijf ,0,Hoeveelheid mensen ,1,,1,,1,,1,,1,,0,Tekening ,0,,0,,1,,0,,1,,0,Zelfde gezichten ,1,,0,Geen echte foto ,18:46:00,Nee,2,3,4,1116,1126,10
91,60,52,Vrouw,Universitair,Bedrijfskunde,Nee,1,2,2,Teksten genereren (ChatGPT),2,18:00:00,1,,1,,0,De kinderen voor een wapen volgens mij had dan de fotograaf ingegrepen ,1,,1,,0,Lijkt mij onwaarschijnlijk ,1,,1,,1,,0,Onrealistisch ziet er niet echt uiteindelijk ,1,,0,Ik denk niet dat hij met een pistool wil worden gezien ,1,,1,,0,Ziet er niet goed uit ,0,Te keurig,1,,1,,1,,0,Taal klopt niet ,1,,0,Nog niet gebeurd ,1,,1,,1,,1,,1,,0,Iedereen lijkt op elkaar ,1,,0,,18:50:00,Ja,3,5,3,1080,1130,50
92,67,18,Man,HBO,Heb tussenjaar hiervoor 1 jaar communicatie gedaan.,Nee,5,4,2,Teksten genereren (ChatGPT),4,17:55:00,1,,1,,0,De kinderen zien er vaag uit.,0,Joe Biden.,0,De kinderen zien er vaag uit.,1,,0,De militair ziet er nep uit.,1,,1,,1,Gezichten van de mannen zien er vaag uit. ,1,,0,,1,,1,,1,,1,,0,,0,De personen zien er weer raar uit.,1,,1,,1,,0,Ook weer zien de gezichten van de personen er raar uit.,1,,1,,1,,1,,1,,0,,1,,0,Joe Biden.,18:00:00,Nee,4,2,7,1075,1080,5
93,67,53,Vrouw,Universitair,Sociologie ,Nee,1,1,1,Niet van toepassing,3,18:41:00,1,,1,,0,Te bedacht & in scene gezet ,0,Dame reageert niet op wat er met haar vinger lijkt te gebeuren en dat is niet geloofwaardig ,1,,1,,1,,0,Vanwege vage onderrug en vlek rechts in beeld,1,,0,Belichting van de gezichten is niet realistisch ,0,Lijkt alsof de mensenmenigte een collage is,0,Rechterhand op foto is onnatuurlijke houding,0,Te wazige mensenmassa,1,,1,,0,Wazige mensenmassa achterin,1,,0,Plastic Poetin,0,Vorm van menselijke silhouetten afwijkend,1,,1,,0,Plastic mannen,1,,1,,0,Blije gezichten matchen lastig met doel van demo,1,,1,,0,Plastic hoofd ,1,,0,Plastic hoofd,19:01:00,Ja,4,4,7,1121,1141,20
94,93,20,Man,Universitair,Farmaceutische Wetenschappen,Nee,4,3,1,Teksten genereren (ChatGPT),4,18:47:00,1,,1,,0,De blurriness van de kinderen en dit vind ik een ongeloofwaardige setting voor een fotograaf om een foto te maken,1,,0,"Vooral de blurriness, en de arm of hand van de mevrouw die in de focus staat is heel gek",1,,0,"Lol, zie zijn vingers",0,"Het bord van de persoon links is raar met een 6 en omgekeerde P, ziet er geprint uit (op karton), en mevrouw in het midden houd haar bord verkeerd om, geloof niet dat zo'n fout gemaakt wordt door iemand en vervolgens gefotografeerd wordt.",0,"De weg loopt erg raar, en de plaatsing van bepaalde ramen en deuren is een beetje whacky. Deze zijn moeilijker dan met mensen erin btw",0,"HAHAHAHAHAHAHA, grote twijfel bij deze afbeelding. Obama has been yassified, Biden heeft een plastic surgery gedaan en de dokter een afbeelding van Trump laten zien. Trump is nog oké",1,,1,,0,Het lijkt getekend,1,,1,,0,De huizen zijn te plat. en hier en daar zijn wat gekke gezichten,1,,0,"Rechterhand van Putin is fucked up, en het contrast in de afbeelding is te sterk",0,"Een persoon in de voorgrond loopt enorm raar, kan niet echt zijn",1,,1,,0,"Trump is te dik, en meneer Wilders lijkt er niet op. (Geertje zou ook nooit die kleur dragen naar een ontmoeting met Trumpie)",1,,0,Kleurenschema ziet er kleurrijker uit dan het hoort en de stenen zien er apart uit,1,,1,,1,,0,Putin met putin lookalikes,1,,0,"MERICAAAA. Nee sorry, de proporties van zijn gezicht zijn niet correct en erg veel contour op de afbeelding",19:03:00,Nee,4,2,9,1127,1143,16
95,67,53,Vrouw,HBO,Hospitality/HR,Nee,3,2,3,Teksten genereren (ChatGPT),2,17:59:00,1,,1,,0,schaduwen kloppen niet helemaal,0,vinger in mond klopt niet helemaal,1,,0,hand/arm achter jongen,0,kleuren,1,,0,verhoudingen,0,lijkt getekend,0,of het  is een hele slechte foto,0,hoofd is geplakt op lichaam,0,verhoudingen kloppen nietl[]0,1,,1,,0,straat te breed,0,verhoudingen,0,gezicht geplakt op lichaam,1,,1,,0,,0,gezichten/lichamen gelakt,1,,1,,1,,1,,1,,0,,1,,0,,18:08:00,Nee,1,5,6,1079,1088,9
96,63,51,Vrouw,Universitair,Psychologie ,Nee,2,1,2,Teksten genereren (ChatGPT),1,18:55:00,1,,1,,0,"Raar dat 3 kinderen min of meer verwachtingsvol zo'n enge tanker tegemoet treden. En midden op straat 
",0,"De beweging van de vrouw lijkt per ongeluk terwijl hij heel bewust, voor de grap?, op haar vinger zuigt. Het lijkt een openbare situatie met toeschouwers. Dan doe je dat niet.",1,,1,,1,,1,,1,,0,Obama ziet er heel raar uit. Raar gezicht,0,De vlag lijkt erin geplakt. Anders wat betreft kleuren dan de rest,0,Dat pochet ziet er gek uit. En hij houdt het pistool raar vast. Rare uitdrukking op gezicht.,0,Rare bruine identieke vlekken als hoofden,1,,1,,0,Vlaggetjes komen er onnatuurlijk uit,0,Hoe kan die jongen dat hoge dak op springen?,0,"Hoofden staan raar tov de lichamen. Pak van putin ziet er nep, gek uit",0,"De mensen zien er gek, onnatuurlijk uit",1,,1,,0,Rare neppe koppen,1,,1,,1,,0,Obama heeft een raar gezicht. Biden en hij kijken te vriendelijk. Trump zou nooit zo'n vriendelijk gebaar maken,1,,0,Alle mannen hebben Putins hoofd,0,"Of een heel oude foto, met sigaret ",0,Nep hoofd,19:10:00,Nee,3,3,4,1135,1150,15
97,77,53,Man,HBO,ICt,Ja,4,3,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,18:03:00,1,,0,Schaduwen mensen wijken af,0,Schaduw tank,0,Hand vrouw klopt niet,1,,1,,0,Handen bij kat,1,,1,,0,Gezicht Obama en Biden nep,0,Kleur,0,Biden met geweer?,0,Copy van mensen,1,,1,,0,Teveel mensen,1,,0,Gezicht poetin,0,Schaduwen wijken af,1,Bord klopt niet,1,,0,Gezichten zijn fake,0,Mensen vooraan kloppen niet,0,Vrouw wijkt af van omgeving,1,,1,,0,Achtergrond klopt niet,0,Onnatuurlijk gezicht poetin,1,,0,Onnatuurlijk gezicht,18:12:00,Nee,3,3,7,1083,1092,9
98,77,52,Man,Universitair,Communicatie Wetenschap,Nee,3,3,2,Teksten genereren (ChatGPT),3,19:00:00,1,,1,,0,De schaduwen kloppen niet en niet geloofwaardig dat kinderen naar de tank toe lopen.,0,rare knik in wijsvinger vrouw,1,,1,,0,Handen lijken kat niet echt te raken en hij kijkt niet naar de kat.,1,,1,,0,"De hoofden zijn niet natuurgetrouw, lijken wel maskers en handen van Biden en Trump zijn onscherp.",1,,1,,0,Mensenmassa is er in gezet.,1,,1,,1,,1,,0,Poetin is geshopped.,1,,1,,1,,0,Fguren zijn allemaal nep.,1,,1,,1,,1,,1,,0,Vooral figuren rechts lijken niet te kloppen.,1,,0,Hoofd klopt niet.,19:16:00,Nee,3,4,7,1140,1156,16
99,70,21,Vrouw,HBO,Bio informatica,Ja,2,3,3,Teksten genereren (ChatGPT),3,7:44:00,0,Sommige schaduwen zijn te scherp en lijken daarom nep,1,,0,De foto is te scherp en te strak. Ik verwacht een beetje vervaging,0,Vrouw rechtsheeft een andere scherpheid dan man links,0,1 vrouw heeft alle focus en ik verwacht dat andere mensen of voorwerpen ook een stukje focus hebben ipv dat ze allemaal vervaagt zijn,1,,0,"Ik weet niet zo goed hoe ik dit moet uitleggen, maar de foto is te clean. De cat en zijn vest zien er nep uit",1,,1,,0,Hele gekke verlichting,1,,1,,1,,0,Teveel donker en licht contrast. Ik verwacht dat het contrast minder zou zijn,1,,0,"Het is te glad. Je verwacht een paar details te zien van structuur, zoals haren of de muren. Maar die structuur ziet er erg glad uit",1,,0,Hele gekke belichting. Lijk op een animatie,1,,1,,1,,0,"Weer hele gekke belichting, lijkt op een animatie",1,,1,,1,,1,,1,,0,Gekke belichting en Poetin komt 2 keer voor,0,Kennedy staat op de foto en in die tijd konden ze nog niet zulke foto's maken,0,"Gekke belichting, lijkt op een animatie",7:57:00,Nee,4,4,7,464,477,13
100,63,25,Man,Universitair,sport ,Nee,2,2,2,universiteit ,3,20:53:00,0,,0,,0,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,0,,1,,0,,1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,1,,0,,1,,0,,20:58:00,Ja,3,3,7,1253,1258,5
103,90,22,Man,HBO,Cyber Security,Ja,4,4,5,"Teksten genereren (ChatGPT), Werk, analyse",4,20:47:00,0,,1,,0,,1,,0,,1,,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,20:59:00,Nee,4,4,7,1247,1259,12
106,83,21,Man,Universitair,Computer science,Ja,5,5,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney), afbeeldingen generen met chat gpt 4",2,21:57:00,1,,0,de gebouwen lijken geanimeerd,0,de kinderen lijken geanimeerd,1,,0,gezichten lijken geanimeerd,1,,1,,1,,0,,0,gezichten zijn geanimeerd en onrealistisch,1,,1,,0,details lijken nep,1,,1,,0,gebouwen lijken nep,1,,0,dit lijkt op GTA vice city kwaliteit,1,,1,,1,,0,dit lijkt geanimeerd te zien aan de gezichten ,1,,1,,1,,1,,1,,0,Gta kwaliteit ik zie Putin 3x,1,,0,zijn hoofd is ter bruin,22:02:00,Ja,3,2,9,1317,1322,5
107,73,23,Man,Universitair,econometrics and Computer Science,Ja,4,4,5,Teksten genereren (ChatGPT),3,21:56:00,1,,0,het lijkt alsof de foto fake is en zeer onrealistisch angle gepakt,0,"bro, denk je echt dat de kinderen zo tranquillo voor de tank gaan lopen. Helemaal leip!",1,,0,hoe kunnen je ogen niet open zijn tijdens het naaien,1,,1,,1,,1,,0,"zeer fake, kijk naar hun face",1,,1,,0,goot to be true,0,,1,,1,,1,,0,face ziet fake eruit,1,,1,,0,,0,geertje met trump,1,,1,,1,,1,,0,veel focus op dat tasje,0,teveel putin,1,,0,te mooi voor joe biden,22:11:00,kan ik niet weten,4,3,5,1316,1331,15
108,77,19,Man,HBO,Assetmanagement ,Nee,4,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,22:00:00,0,Vingers beetje raar,0,Teveel dezelfde gebouwen,0,Te ai achtig,1,Biden is sws gek,0,Teveel hetzelfde,1,,0,Kleuren,1,,1,,0,Barack obama,1,,1,,0,Schaduw,1,,1,,0,Shaduw en waas,1,,0,Kleur en waas,0,1 man heeft rare anatomie,1,,1,,1,"Heel duidelijk ai, waas, kleur",1,,0,De rendering is slecht aan de gevel ,1,,1,,1,,0,"De reflectie, en allemaal lijken veel op putin",0,,1,Joe biden ziet er niet zo uit,22:14:00,Nee,1,4,6,1320,1334,14
109,30,62,Man,HBO,Gepensioneerd marineman,Nee,2,2,1,Niet van toepassing,3,22:07:00,1,,0,de kleur aan de bovenkant,1,,0,joe biden draagt geen pet,1,,0,muts raar,1,,1,,1,,0,gezicht obama niet natuurlijk,0,kleuren vlaggen matchen niet met achtergrond,0,biden zou dit niet doen voor een interview,1,,0,klopt iets niet,0,zonnebril,1,,0,achtergrond vreemd,0,gezicht putin niet natuurlijk,1,,0,lantaarnpaal klopt niet,1,,0,dit is niet gebeurd,0,kleuren,1,,0,gezicht past niet bij situatie,0,nooit gebeurd,1,,0,putin overlegt niet openbaar met militairen,1,,0,hij zou dit nooit doen,22:16:00,Nee,2,4,4,1327,1336,9
110,60,21,Man,Universitair,IT,Ja,4,4,4,"Teksten genereren (ChatGPT), code",4,22:17:00,1,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,22:20:00,Nee,2,4,5,1337,1340,3
111,67,19,Man,MBO,Beveiliging ,Nee,4,2,4,Teksten genereren (ChatGPT),3,22:30:00,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,De kwaliteit ,1,,0,,1,,1,,1,,1,,1,,0,Kwaliteit ,1,,1,,1,,0,Kwaliteit ,1,,1,,1,,1,,1,,0,,1,,0,,22:36:00,Nee,3,3,4,1350,1356,6
112,90,27,Vrouw,HBO,Project Engineer,Ja,4,3,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,22:31:00,1,,1,,0,De kleding van de kinderen en de afwerking van de tank,1,,0,Hand van de vrouw,1,,0,Kleding van de soldaat,1,,1,,0,Duidelijk neppe gezichten,1,,1,,0,De weg,1,,0,"Denk dat t echt is, maar lijkt ook weer een goeie prompt voor een AI foto",0,De haren van de mensen,1,,0,De gezichten van de mensen,0,De grond en de figuren,1,,1,,0,Geertje,1,,0,De stenen,1,,1,,1,,0,Duidelijk fake faces,1,,0,Hij is niet zo cool,22:39:00,Nee,3,3,7,1351,1359,8
113,73,58,Vrouw,Middelbare school,Interieur/ styling,Nee,2,2,1,Niet van toepassing,2,22:28:00,1,,0,De tentjes in het midden kloppen niet,0,Naast de tank is het beeld verbogen,1,,1,,1,,1,,1,,1,,0,Obama's gezicht klopt niet,1,,1,,0,De mensen klopt niet,1,,1,,1,,1,,0,Poetins gezicht is fout,0,De poppetjes kloppen niet,1,,1,,0,Gezichten kloppen niet,1,,1,,1,,1,,1,,0,Gezicht poetin is meerdere keren te zien,0,Tandje langs zijn pak is te scherp,0,Gezicht Biden klopt niet,22:41:00,Ja,3,4,5,1348,1361,13
115,67,19,Man,HBO,Waterbouwkunde,Nee,2,1,3,Teksten genereren (ChatGPT),2,23:00:00,1,,1,,0,Lijkt ai gegenereerd,0,Dat biden een vinger eet. Maar van zijn 'kannibalisme' is al eerder wat beeldmateriaal van opgedoken,1,,1,,1,,1,,1,,0,Obama lijkt nep,1,,0,Biden die dit doet lijkt nep,0,Het lijkt mij sterk dat er zoveel mensen zijn. Maar andere kant kan het ook wel,1,,0,Putin lijkt op een amerikaan. Lijkt mij sterk,0,De straten zijn zo vol zonder auto's of fietsen?,1,,0,Lijkt op GTA graphics,1,,0,-,1,,0,Graphics zijn raar,1,,1,,1,,1,,1,,0,Kwaliteit lijkt nep,1,,0,Biden lijkt hier op een bodyguard uit een videogame.,23:10:00,Nee,3,4,7,1380,1390,10
116,53,25,Vrouw,HBO,Finance & control,Ja,5,3,3,Teksten genereren (ChatGPT),2,23:18:00,1,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,23:28:00,Nee,3,3,5,1398,1408,10
117,67,19,Man,HBO,International business,Nee,3,3,4,Teksten genereren (ChatGPT),3,23:15:00,0,De gezichten ,1,,0,,1,,1,,1,,1,,1,,1,,0,Ze zien er getekent uit,1,,0,Het wapen,1,,0,,1,,0,De mensen achterin zien er te scherp uit voor een camera,1,,0,De kleren zien er nep uit,0,,1,,0,"De kleuren
",0,Ze zien er getekent uit,1,,1,,1,,1,,1,,0,,1,,0,,23:20:00,Ja,4,3,7,1395,1400,5
118,70,22,Vrouw,HBO,Business IT and management,Ja,3,2,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,23:18:00,1,,1,,0,De kinderen ,0,Te hd,1,,1,,1,,1,,1,,0,Het zijn cartoon figures,1,,1,,1,,1,,1,,1,,1,,0,Cartoon,1,,1,,1,,0,Cartoon figures,1,,1,,1,,1,,1,,0,Heel ge fotoshopped,1,,0,,23:25:00,Ja,5,3,8,1398,1405,7
119,67,20,Man,Universitair,Computer Science,Ja,1,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,22:18:00,1,,1,"wel lastig te zien, omdat het een luchtfoto is dus er zit sws niet veel detail in",0,"te cartoon achtig, de verhouding van de tank met de kinderen lijkt ook niet te kloppen.",1,hij had gwn honger,1,,1,,1,,1,,1,,0,cartoon,0,de vlag ziet er fake uit,0,"die man kan niet eens lopen of uit zn woorden komen, laat staan wapen vasthouden",1,average monday in amsterdam,1,,1,,1,typisch amsterdamse woke gemeenschap,1,,0,putin lijkt hier geschilderd door wahed cartoon schilder,1,helaas echt,1,,1,FREE PALESTINEEEEE,0,lijken wel tweelingbroers,1,,1,,1,FREE PALESTINEEEE FROM THE RIVER TO THE SEAAAAAA,0,trump obama biden bij elkaar kan niet,0,"milieuvervuiling bestaat niet, dus neppe foto",0,"of nep, of ge-edit, alles is the smooth/cartoon-achtig",1,,0,"zoals ik eerder al zei, biden kan niet eens lopen, laat staan een wapen vasthouden",23:26:00,Nee,2,4,7,1338,1406,68
120,77,19,Man,Middelbare school,Natuur&Techniek en Informatica,Nee,4,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,23:26:00,1,,0,,0,,0,,0,,0,,0,Gear klopt niet. Wapen onduidelijk en US embleem/patch klopt niet,1,,1,,0,,1,,0,,0,,1,,1,,0,,1,,0,,0,,1,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,23:34:00,Nee,3,3,7,1406,1414,8
121,60,21,Vrouw,HBO,Business,Nee,3,3,3,Teksten genereren (ChatGPT),2,23:54:00,1,,0,Te wazig/vaag,0,De wolken,0,,1,,0,,0,,1,,1,,0,Huidkleuren ,1,,1,,1,,1,,0,,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,1,,1,,1,,1,,0,,23:59:00,Nee,3,4,6,1434,1439,5
122,47,47,Vrouw,Universitair,Geneeskunde ,Nee,2,1,1,Niet van toepassing,1,0:10:00,1,,0,Te vaag,1,,0,Te onwaarschijnlijk ,1,,1,,1,,0,Mouwen zijn verschillend,1,,0,"Te onwaarschijnlijk, ze kijken hetzelfde terwijl ze het nooit eens zijn",1,,0,Te onwaarschijnlijk ,1,,1,,1,,1,,0,Verhoudingen lijken niet te kloppen,0,Scherptes lijken niet te kloppen,1,,1,,1,,0,Belichting lijkt niet te kloppen,1,,1,,0,Ze lachen te veel,1,,1,,1,,1,,0,Onnatuurlijke belichting ,0:16:00,Nee,3,5,5,10,16,6
123,70,26,Man,HBO,Aviation,Nee,2,3,4,Teksten genereren (ChatGPT),2,1:01:00,1,,0,De kwaliteit ervan lijkt minder goed te zijn voor een echte foto.,0,De schaduw van de tank is er niet en van de kinderen erg klein,1,De ogen zijn enorm donker,1,,1,,1,,1,,0,Bepaalde gebouwen lijken niet helemaal afgemaakt zijn te zijn.,1,Foto is erg scherp en ingezoomd op de personages is te zien dat het geschilderd lijkt.,1,,1,,1,,1,,1,,1,,1,,0,Lijkt geschilderd zijn,1,,1,,1,,0,Huid komt niet echt over.,1,,1,,1,,1,,1,,0,4x het zelfde gezicht kan niet.,1,,0,De huid komt niet echt over,1:11:00,Ja,3,3,8,61,71,10
125,50,19,Vrouw,Middelbare school,E&M,Ja,4,4,3,Teksten genereren (ChatGPT),3,9:52:00,1,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,0,,1,,0,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,9:55:00,Nee,3,3,4,592,595,3
126,60,50,Vrouw,HBO,Communicatie,Ja,3,2,3,Teksten genereren (ChatGPT),3,10:00:00,1,,1,,0,,0,,0,,0,,1,,1,,1,,0,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,10:04:00,Nee,3,4,6,600,604,4
127,70,76,Vrouw,Universitair,Filosofie ,Nee,1,1,1,Niet van toepassing,1,9:40:00,1,,1,,0,Kinderen voor de tank,0,Positie arm,1,,1,,0,Rustige stand poesje,1,,1,,0,Hoofden Obama en Biden contouren,1,,0,Merkwaardige wijze vasthouden pistool,0,Verschil tussen opeengepropte middelste massa en ruimte aan zijkanten,0,Locatie rijtuig,1,,0,Hoeveelheid mensen,1,,1,,0,Kunstmatige opstelling,1,,1,,0,"Gekunstelde profielen, haardracht",1,,1,,1,,0,Gezien politieke verschillen,1,,0,Zelfde gezichten,1,,0,Niets voor Biden,10:07:00,Nee,3,4,5,580,607,27
130,83,18,Vrouw,Middelbare school,Havo E&M,Nee,3,3,4,Teksten genereren (ChatGPT),2,9:56:00,1,,1,,0,Niemand maakt een foto van kinderen waar zo een gevaarlijk ding voor hun neus staat,1,,0,"Er is iets aan de foto wat er nep uit ziet, de kwaliteit",1,,1,,1,,1,,0,Hun gezichten zijn duidelijk bewerkt en ze hebben nooit op deze manier naast elkaar gestaan,1,,1,,0,De bomen zien er nep uit,1,,0,Herinner geen foto van putin die er zo uit zien,0,Huizen zien er nep uit,1,,0,Zo een foto is te professioneel ,1,,1,,1,,0,Wilders en trump samen heb ik nooit gezien en wilders hoofd ziet er niet uit als zijn hoofd ,1,,0,Als je inzoomt zien de ogen van de vrouw er nep uit,1,,1,,1,,0,De hoofden zien er nep uit,1,,0,De achtergrond en de vibe is nep,10:10:00,Nee,3,3,8,596,610,14
131,80,23,Vrouw,Universitair,Master Human Computer Interaction,Ja,4,5,3,Teksten genereren (ChatGPT),4,10:51:00,1,,1,,1,,1,,0,Het gezicht en de lichtval ,1,,1,,1,,1,,0,Gezicht,1,,1,,0,De bomen lijken niet echt,1,,1,,0,De huizen en bomen,1,,0,Gezichten,1,,1,,1,,0,Gezichten,1,,1,,1,,1,,1,,0,Gezichten,1,,0,Gezicht,10:57:00,Nee,3,2,7,651,657,6
132,80,18,Vrouw,Middelbare school,Natuur en gezondheid ,Nee,4,3,4,Teksten genereren (ChatGPT),2,10:46:00,1,,1,,0,De kleine kinderen op de foto zien eruit of het is gefotoshopt door hoe de kleding eruit ziet,1,,1,,1,,0,De munitie die hij draagt ziet er nep uit,1,,1,,0,Hun gezichten en pakken zien er uit als plastic,1,,1,,0,De bomen lijkt niet echt,1,,1,,1,,1,,0,Hun hoofden en pakken zien eruit als plastic,1,,1,,1,,0,Hun hoofden en pakken zien eruit als plastic ,1,,1,,1,,1,,1,,0,Hun hoofden en pakken zien eruit als plastic ,1,,0,Zijn hoofd en pak ziet eruit als plastic ,10:58:00,Nee,3,3,8,646,658,12
133,70,53,Vrouw,MBO,Hotel school ,Nee,2,3,1,Niet van toepassing,3,10:48:00,1,,1,,0,Er moeten meer mensen zijn dan alleen 3 kids,0,Die vinger in die mond klopt niet met de glimlach op z’n gezicht,0,Is bewerkt,1,,1,,1,,0,Raar plak werk,0,Obama is van plastic ,1,,1,,1,,1,,1,,1,,1,,0,Op geplakte kop,1,,1,,1,,0,Hele rare foto het lijkt wel een tekening,0,,1,,0,Klopt niet ,1,,1,,0,Hand Poetin klopt niet,1,,0,Cartoon ,11:00:00,Ja,3,3,5,648,660,12
134,67,18,Vrouw,MBO,Luchtvaartdienstverlener,Nee,3,3,3,Teksten genereren (ChatGPT),3,11:46:00,1,,1,,0,,1,,1,,1,,0,,1,,1,,0,,1,,0,,1,,0,,0,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,11:48:00,Nee,3,3,5,706,708,2
135,73,18,Vrouw,MBO,Ondernemer handel ,Nee,3,2,1,Niet van toepassing,3,11:47:00,1,,1,,0,,0,,0,,1,,0,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,0,,0,,0,,1,,0,,1,,0,,1,,0,,1,,0,,1,,0,,11:52:00,Nee,2,3,7,707,712,5
136,67,53,Man,HBO,Onderwijs,Nee,3,3,2,Teksten genereren (ChatGPT),1,11:58:00,1,,1,,0,Kinderen rennen weg voor een tank,0,Dit zou de president van de VS niet doen,1,,1,,1,,1,,1,,0,De gezichten van Biden en Obama zijn niet echt,1,,0,Biden haalt in publiek geen wapen uit elkaar,0,"Het aantal mensen verderop klopt niet, staan te dicht op elkaar",0,Taliban op een tractor?,1,,0,Aantal mensen verderop op de foto is niet juist,1,,0,Gezicht en handen van Poetin klopt niet en de plek zo op straat is bijzonder zonder veiligheidsmaatregelen ,1,,0,Engels en Russisch in tekst op de borden ,1,,0,De foto van Trump klopt niet en Wilders en Trump hebben elkaar nooit ontmoet ,1,,1,,1,,1,,1,,0,Meerdere afbeeldingen van Poetin,1,,0,Dit doet Biden niet publiek,12:11:00,Nee,3,3,8,718,731,13
